external_id,name,flat_external_id,room_type_standard,room_type
property_al baker_flat_206_room_SHARING BAL.,Room SHARING BAL.,property_al baker_flat_206,other,SHARING BAL.
property_al baker_flat_206_room_MAID ROOM,Room MAID ROOM,property_al baker_flat_206,maid_room,MAID ROOM
property_al baker_flat_206_room_S. HALL,Room S. HALL,property_al baker_flat_206,other,S. HALL
property_al baker_flat_206_room_HALL WIND.,Room HALL WIND.,property_al baker_flat_206,other,HALL WIND.
property_al baker_flat_207_room_B. ATTACH,Room B. ATTACH,property_al baker_flat_207,other,B. ATTACH
property_al baker_flat_207_room_S. ATTACH,Room S. ATTACH,property_al baker_flat_207,attached_bathroom,S. ATTACH
property_al baker_flat_207_room_SHARING BAL.,Room SHARING BAL.,property_al baker_flat_207,other,SHARING BAL.
property_al baker_flat_207_room_SHARING WIND.,Room SHARING WIND.,property_al baker_flat_207,other,SHARING WIND.
property_al baker_flat_207_room_MAID ROOM,Room MAID ROOM,property_al baker_flat_207,maid_room,MAID ROOM
property_al baker_flat_207_room_HALL. PART. WIND.,Room HALL. PART. WIND.,property_al baker_flat_207,other,HALL. PART. WIND.
property_al baker_flat_207_room_HALL 1ST PART.,Room HALL 1ST PART.,property_al baker_flat_207,hall_partition,HALL 1ST PART.
property_al dar_flat_101_room_ATTACH,Room ATTACH,property_al dar_flat_101,other,ATTACH
property_al dar_flat_101_room_2ND SHARING,Room 2ND SHARING,property_al dar_flat_101,other,2ND SHARING
property_al dar_flat_101_room_1ST SHARING,Room 1ST SHARING,property_al dar_flat_101,other,1ST SHARING
property_al dar_flat_101_room_MAID ROOM,Room MAID ROOM,property_al dar_flat_101,maid_room,MAID ROOM
property_al dar_flat_101_room_BIG HALL,Room BIG HALL,property_al dar_flat_101,other,BIG HALL
property_al dar_flat_102_room_ATTACH,Room ATTACH,property_al dar_flat_102,other,ATTACH
property_al dar_flat_102_room_1ST SHARING,Room 1ST SHARING,property_al dar_flat_102,other,1ST SHARING
property_al dar_flat_102_room_SHARING,Room SHARING,property_al dar_flat_102,shared,SHARING
property_al dar_flat_102_room_MAID ROOM,Room MAID ROOM,property_al dar_flat_102,maid_room,MAID ROOM
property_al dar_flat_102_room_HALL,Room HALL,property_al dar_flat_102,other,HALL
property_al dar_flat_103_room_ATTACH,Room ATTACH,property_al dar_flat_103,other,ATTACH
property_al dar_flat_103_room_SHARING,Room SHARING,property_al dar_flat_103,shared,SHARING
property_al dar_flat_103_room_MAID ROOM,Room MAID ROOM,property_al dar_flat_103,maid_room,MAID ROOM
property_al dar_flat_103_room_BIG HALL BAL.,Room BIG HALL BAL.,property_al dar_flat_103,other,BIG HALL BAL.
property_al dar_flat_104_room_ATTACH,Room ATTACH,property_al dar_flat_104,other,ATTACH
property_al dar_flat_104_room_2ND SHARING,Room 2ND SHARING,property_al dar_flat_104,other,2ND SHARING
property_al dar_flat_104_room_1ST SHARING,Room 1ST SHARING,property_al dar_flat_104,other,1ST SHARING
property_al dar_flat_104_room_HALL BAL.,Room HALL BAL.,property_al dar_flat_104,other,HALL BAL.
property_al dar_flat_104_room_MAID ROOM,Room MAID ROOM,property_al dar_flat_104,maid_room,MAID ROOM
property_al dar_flat_105_room_SHARING,Room SHARING,property_al dar_flat_105,shared,SHARING
property_al dar_flat_105_room_MAID ROOM,Room MAID ROOM,property_al dar_flat_105,maid_room,MAID ROOM
property_al dar_flat_105_room_HALL,Room HALL,property_al dar_flat_105,other,HALL
property_al dar_flat_106_room_BIG HALL,Room BIG HALL,property_al dar_flat_106,other,BIG HALL
property_al dar_flat_106_room_KITCHEN HALL,Room KITCHEN HALL,property_al dar_flat_106,other,KITCHEN HALL
property_al dar_flat_106_room_S. ATTACH,Room S. ATTACH,property_al dar_flat_106,attached_bathroom,S. ATTACH
property_al dar_flat_106_room_1ST SHARING,Room 1ST SHARING,property_al dar_flat_106,other,1ST SHARING
property_al dar_flat_106_room_MAID ROOM,Room MAID ROOM,property_al dar_flat_106,maid_room,MAID ROOM
property_al dar_flat_106_room_2ND SHARING,Room 2ND SHARING,property_al dar_flat_106,other,2ND SHARING
property_al dar_flat_106_room_BIG ATTACH BAL.,Room BIG ATTACH BAL.,property_al dar_flat_106,other,BIG ATTACH BAL.
property_al dar_flat_201_room_ATTACH,Room ATTACH,property_al dar_flat_201,other,ATTACH
property_al dar_flat_201_room_1ST SHARING,Room 1ST SHARING,property_al dar_flat_201,other,1ST SHARING
property_al dar_flat_201_room_2ND SHARING,Room 2ND SHARING,property_al dar_flat_201,other,2ND SHARING
property_al dar_flat_201_room_BIG HALL,Room BIG HALL,property_al dar_flat_201,other,BIG HALL
property_al dar_flat_201_room_MAID ROOM,Room MAID ROOM,property_al dar_flat_201,maid_room,MAID ROOM
property_al dar_flat_202_room_ATTACH,Room ATTACH,property_al dar_flat_202,other,ATTACH
property_al dar_flat_202_room_1ST SHARING,Room 1ST SHARING,property_al dar_flat_202,other,1ST SHARING
property_al dar_flat_202_room_2ND SHARING,Room 2ND SHARING,property_al dar_flat_202,other,2ND SHARING
property_al dar_flat_202_room_HALL,Room HALL,property_al dar_flat_202,other,HALL
property_al dar_flat_202_room_MAID ROOM,Room MAID ROOM,property_al dar_flat_202,maid_room,MAID ROOM
property_al dar_flat_206_room_B. ATTACH,Room B. ATTACH,property_al dar_flat_206,other,B. ATTACH
property_al dar_flat_206_room_SHARING,Room SHARING,property_al dar_flat_206,shared,SHARING
property_al dar_flat_206_room_S. ATTACH,Room S. ATTACH,property_al dar_flat_206,attached_bathroom,S. ATTACH
property_al dar_flat_206_room_HALL,Room HALL,property_al dar_flat_206,other,HALL
property_al dar_flat_206_room_KITCHEN HALL,Room KITCHEN HALL,property_al dar_flat_206,other,KITCHEN HALL
property_al dar_flat_206_room_MAID ROOM,Room MAID ROOM,property_al dar_flat_206,maid_room,MAID ROOM
property_al dar_flat_301_room_ATTACH,Room ATTACH,property_al dar_flat_301,other,ATTACH
property_al dar_flat_301_room_2ND SHARING,Room 2ND SHARING,property_al dar_flat_301,other,2ND SHARING
property_al dar_flat_301_room_1ST SHARING,Room 1ST SHARING,property_al dar_flat_301,other,1ST SHARING
property_al dar_flat_301_room_HALL,Room HALL,property_al dar_flat_301,other,HALL
property_al dar_flat_301_room_MAID ROOM,Room MAID ROOM,property_al dar_flat_301,maid_room,MAID ROOM
property_al dar_flat_303_room_ATTACH,Room ATTACH,property_al dar_flat_303,other,ATTACH
property_al dar_flat_303_room_SHARING,Room SHARING,property_al dar_flat_303,shared,SHARING
property_al dar_flat_303_room_HALL,Room HALL,property_al dar_flat_303,other,HALL
property_al dar_flat_303_room_MAID ROOM,Room MAID ROOM,property_al dar_flat_303,maid_room,MAID ROOM
property_al dar_flat_501_room_ATTACH,Room ATTACH,property_al dar_flat_501,other,ATTACH
property_al dar_flat_501_room_2ND SHARING,Room 2ND SHARING,property_al dar_flat_501,other,2ND SHARING
property_al dar_flat_501_room_1ST SHARING,Room 1ST SHARING,property_al dar_flat_501,other,1ST SHARING
property_al dar_flat_501_room_MAID ROOM,Room MAID ROOM,property_al dar_flat_501,maid_room,MAID ROOM
property_al dar_flat_501_room_HALL,Room HALL,property_al dar_flat_501,other,HALL
property_al dar_flat_502_room_ATTACH,Room ATTACH,property_al dar_flat_502,other,ATTACH
property_al dar_flat_502_room_SHARING,Room SHARING,property_al dar_flat_502,shared,SHARING
property_al dar_flat_502_room_MAID ROOM,Room MAID ROOM,property_al dar_flat_502,maid_room,MAID ROOM
property_al dar_flat_502_room_HALL,Room HALL,property_al dar_flat_502,other,HALL
property_al dar_flat_503_room_ATTACH,Room ATTACH,property_al dar_flat_503,other,ATTACH
property_al dar_flat_503_room_SHARING,Room SHARING,property_al dar_flat_503,shared,SHARING
property_al dar_flat_503_room_MAID ROOM,Room MAID ROOM,property_al dar_flat_503,maid_room,MAID ROOM
property_al dar_flat_503_room_HALL,Room HALL,property_al dar_flat_503,other,HALL
property_al dar_flat_504_room_ATTACH,Room ATTACH,property_al dar_flat_504,other,ATTACH
property_al dar_flat_504_room_1ST SHARING,Room 1ST SHARING,property_al dar_flat_504,other,1ST SHARING
property_al dar_flat_504_room_MAID ROOM,Room MAID ROOM,property_al dar_flat_504,maid_room,MAID ROOM
property_al dar_flat_504_room_HALL,Room HALL,property_al dar_flat_504,other,HALL
property_al dar_flat_602_room_ATTACH,Room ATTACH,property_al dar_flat_602,other,ATTACH
property_al dar_flat_602_room_1ST SHARING,Room 1ST SHARING,property_al dar_flat_602,other,1ST SHARING
property_al dar_flat_602_room_2ND SHARING,Room 2ND SHARING,property_al dar_flat_602,other,2ND SHARING
property_al dar_flat_602_room_HALL,Room HALL,property_al dar_flat_602,other,HALL
property_al dar_flat_602_room_MAID ROOM,Room MAID ROOM,property_al dar_flat_602,maid_room,MAID ROOM
property_al dar_flat_702_room_ATTACH,Room ATTACH,property_al dar_flat_702,other,ATTACH
property_al dar_flat_702_room_1ST SHARING,Room 1ST SHARING,property_al dar_flat_702,other,1ST SHARING
property_al dar_flat_702_room_2ND SHARING,Room 2ND SHARING,property_al dar_flat_702,other,2ND SHARING
property_al dar_flat_702_room_HALL,Room HALL,property_al dar_flat_702,other,HALL
property_al dar_flat_702_room_MAID ROOM,Room MAID ROOM,property_al dar_flat_702,maid_room,MAID ROOM
property_js_flat_102_room_ATTACH,Room ATTACH,property_js_flat_102,other,ATTACH
property_js_flat_102_room_HALL,Room HALL,property_js_flat_102,other,HALL
property_js_flat_104_room_1BHK,Room 1BHK,property_js_flat_104,other,1BHK
property_js_flat_105_room_ATTACH,Room ATTACH,property_js_flat_105,other,ATTACH
property_js_flat_105_room_HALL,Room HALL,property_js_flat_105,other,HALL
property_js_flat_106_room_1BHK,Room 1BHK,property_js_flat_106,other,1BHK
property_js_flat_107_room_1BHK,Room 1BHK,property_js_flat_107,other,1BHK
property_js_flat_110_room_ATTACH,Room ATTACH,property_js_flat_110,other,ATTACH
property_js_flat_110_room_SEPRATE,Room SEPRATE,property_js_flat_110,other,SEPRATE
property_js_flat_110_room_HALL,Room HALL,property_js_flat_110,other,HALL
property_js_flat_111_room_1BHK,Room 1BHK,property_js_flat_111,other,1BHK
property_js_flat_112_room_ATTACH,Room ATTACH,property_js_flat_112,other,ATTACH
property_js_flat_112_room_HALL,Room HALL,property_js_flat_112,other,HALL
property_js_flat_113_room_ATTACH,Room ATTACH,property_js_flat_113,other,ATTACH
property_js_flat_113_room_HALL,Room HALL,property_js_flat_113,other,HALL
property_js_flat_114_room_1BHK,Room 1BHK,property_js_flat_114,other,1BHK
property_js_flat_201_room_ATTACH,Room ATTACH,property_js_flat_201,other,ATTACH
property_js_flat_201_room_SEPRATE,Room SEPRATE,property_js_flat_201,other,SEPRATE
property_js_flat_201_room_HALL,Room HALL,property_js_flat_201,other,HALL
property_js_flat_202_room_ATTACH,Room ATTACH,property_js_flat_202,other,ATTACH
property_js_flat_202_room_SEPRATE,Room SEPRATE,property_js_flat_202,other,SEPRATE
property_js_flat_202_room_HALL,Room HALL,property_js_flat_202,other,HALL
property_js_flat_203_room_1BHK,Room 1BHK,property_js_flat_203,other,1BHK
property_js_flat_204_room_1BHK,Room 1BHK,property_js_flat_204,other,1BHK
property_js_flat_208_room_1BHK,Room 1BHK,property_js_flat_208,other,1BHK
property_js_flat_209_room_ATTACH,Room ATTACH,property_js_flat_209,other,ATTACH
property_js_flat_209_room_SEPRATE,Room SEPRATE,property_js_flat_209,other,SEPRATE
property_js_flat_209_room_HALL,Room HALL,property_js_flat_209,other,HALL
property_js_flat_212_room_1BHK,Room 1BHK,property_js_flat_212,other,1BHK
property_js_flat_213_room_ATTACH,Room ATTACH,property_js_flat_213,other,ATTACH
property_js_flat_213_room_HALL,Room HALL,property_js_flat_213,other,HALL
property_js_flat_214_room_1BHK,Room 1BHK,property_js_flat_214,other,1BHK
property_js_flat_301_room_ATTACH,Room ATTACH,property_js_flat_301,other,ATTACH
property_js_flat_301_room_SEPRATE,Room SEPRATE,property_js_flat_301,other,SEPRATE
property_js_flat_302_room_ATTACH,Room ATTACH,property_js_flat_302,other,ATTACH
property_js_flat_302_room_SEPRATE,Room SEPRATE,property_js_flat_302,other,SEPRATE
property_js_flat_304_room_1BHK,Room 1BHK,property_js_flat_304,other,1BHK
property_js_flat_305_room_ATTACH,Room ATTACH,property_js_flat_305,other,ATTACH
property_js_flat_305_room_HALL,Room HALL,property_js_flat_305,other,HALL
property_js_flat_307_room_ATTACH,Room ATTACH,property_js_flat_307,other,ATTACH
property_js_flat_307_room_HALL,Room HALL,property_js_flat_307,other,HALL
property_js_flat_309_room_ATTACH,Room ATTACH,property_js_flat_309,other,ATTACH
property_js_flat_309_room_SEPRATE,Room SEPRATE,property_js_flat_309,other,SEPRATE
property_js_flat_309_room_HALL,Room HALL,property_js_flat_309,other,HALL
property_js_flat_310_room_ATTACH,Room ATTACH,property_js_flat_310,other,ATTACH
property_js_flat_310_room_SEPRATE,Room SEPRATE,property_js_flat_310,other,SEPRATE
property_js_flat_310_room_HALL,Room HALL,property_js_flat_310,other,HALL
property_js_flat_312_room_ATTACH,Room ATTACH,property_js_flat_312,other,ATTACH
property_js_flat_312_room_HALL,Room HALL,property_js_flat_312,other,HALL
property_js_flat_313_room_1BHK,Room 1BHK,property_js_flat_313,other,1BHK
property_js_flat_314_room_ATTACH,Room ATTACH,property_js_flat_314,other,ATTACH
property_js_flat_314_room_HALL,Room HALL,property_js_flat_314,other,HALL
property_js_flat_401_room_ATTACH,Room ATTACH,property_js_flat_401,other,ATTACH
property_js_flat_401_room_SEPRATE,Room SEPRATE,property_js_flat_401,other,SEPRATE
property_js_flat_401_room_HALL,Room HALL,property_js_flat_401,other,HALL
property_js_flat_402_room_BIG HALL,Room BIG HALL,property_js_flat_402,other,BIG HALL
property_js_flat_402_room_SEPRATE,Room SEPRATE,property_js_flat_402,other,SEPRATE
property_js_flat_402_room_ATTACH,Room ATTACH,property_js_flat_402,other,ATTACH
property_js_flat_403_room_1BHK,Room 1BHK,property_js_flat_403,other,1BHK
property_js_flat_404_room_1BHK,Room 1BHK,property_js_flat_404,other,1BHK
property_js_flat_405_room_ATTACH,Room ATTACH,property_js_flat_405,other,ATTACH
property_js_flat_405_room_HALL,Room HALL,property_js_flat_405,other,HALL
property_js_flat_406_room_1BHK,Room 1BHK,property_js_flat_406,other,1BHK
property_js_flat_407_room_ATTACH,Room ATTACH,property_js_flat_407,other,ATTACH
property_js_flat_409_room_ATTACH,Room ATTACH,property_js_flat_409,other,ATTACH
property_js_flat_409_room_SEPRATE,Room SEPRATE,property_js_flat_409,other,SEPRATE
property_js_flat_409_room_HALL,Room HALL,property_js_flat_409,other,HALL
property_js_flat_410_room_SEPRATE,Room SEPRATE,property_js_flat_410,other,SEPRATE
property_js_flat_410_room_HALL,Room HALL,property_js_flat_410,other,HALL
property_js_flat_411_room_1BHK,Room 1BHK,property_js_flat_411,other,1BHK
property_js_flat_412_room_1BHK,Room 1BHK,property_js_flat_412,other,1BHK
property_js_flat_413_room_1BHK,Room 1BHK,property_js_flat_413,other,1BHK
property_js_flat_414_room_ATTACH,Room ATTACH,property_js_flat_414,other,ATTACH
property_js_flat_414_room_HALL,Room HALL,property_js_flat_414,other,HALL
property_js_flat_502_room_ATTACH,Room ATTACH,property_js_flat_502,other,ATTACH
property_js_flat_502_room_SEPRATE,Room SEPRATE,property_js_flat_502,other,SEPRATE
property_js_flat_504_room_1BHK,Room 1BHK,property_js_flat_504,other,1BHK
property_js_flat_506_room_1BHK,Room 1BHK,property_js_flat_506,other,1BHK
property_js_flat_509_room_2BHK,Room 2BHK,property_js_flat_509,other,2BHK
property_js_flat_510_room_ATTACH,Room ATTACH,property_js_flat_510,other,ATTACH
property_js_flat_510_room_SEPRATE,Room SEPRATE,property_js_flat_510,other,SEPRATE
property_js_flat_511_room_ATTACH,Room ATTACH,property_js_flat_511,other,ATTACH
property_js_flat_511_room_HALL,Room HALL,property_js_flat_511,other,HALL
property_js_flat_513_room_ATTACH,Room ATTACH,property_js_flat_513,other,ATTACH
property_js_flat_513_room_HALL,Room HALL,property_js_flat_513,other,HALL
property_js_flat_601_room_ATTACH,Room ATTACH,property_js_flat_601,other,ATTACH
property_js_flat_601_room_SEPRATE,Room SEPRATE,property_js_flat_601,other,SEPRATE
property_js_flat_601_room_HALL,Room HALL,property_js_flat_601,other,HALL
property_js_flat_603_room_1BHK,Room 1BHK,property_js_flat_603,other,1BHK
property_js_flat_604_room_1BHK,Room 1BHK,property_js_flat_604,other,1BHK
property_js_flat_606_room_ATTACH,Room ATTACH,property_js_flat_606,other,ATTACH
property_js_flat_606_room_HALL,Room HALL,property_js_flat_606,other,HALL
property_js_flat_608_room_1BHK,Room 1BHK,property_js_flat_608,other,1BHK
property_js_flat_610_room_ATTACH,Room ATTACH,property_js_flat_610,other,ATTACH
property_js_flat_610_room_SEPRATE,Room SEPRATE,property_js_flat_610,other,SEPRATE
property_js_flat_610_room_HALL,Room HALL,property_js_flat_610,other,HALL
property_js_flat_611_room_1BHK,Room 1BHK,property_js_flat_611,other,1BHK
property_js_flat_613_room_1BHK,Room 1BHK,property_js_flat_613,other,1BHK
property_js_flat_614_room_1BHK,Room 1BHK,property_js_flat_614,other,1BHK
property_js_flat_701_room_ATTACH,Room ATTACH,property_js_flat_701,other,ATTACH
property_js_flat_701_room_SEPRATE,Room SEPRATE,property_js_flat_701,other,SEPRATE
property_js_flat_701_room_HALL,Room HALL,property_js_flat_701,other,HALL
property_js_flat_704_room_ATTACH,Room ATTACH,property_js_flat_704,other,ATTACH
property_js_flat_704_room_HALL,Room HALL,property_js_flat_704,other,HALL
property_js_flat_705_room_ATTACH,Room ATTACH,property_js_flat_705,other,ATTACH
property_js_flat_705_room_HALL,Room HALL,property_js_flat_705,other,HALL
property_js_flat_706_room_1BHK,Room 1BHK,property_js_flat_706,other,1BHK
property_js_flat_707_room_ATTACH,Room ATTACH,property_js_flat_707,other,ATTACH
property_js_flat_707_room_HALL,Room HALL,property_js_flat_707,other,HALL
property_js_flat_708_room_1BHK,Room 1BHK,property_js_flat_708,other,1BHK
property_js_flat_710_room_ATTACH,Room ATTACH,property_js_flat_710,other,ATTACH
property_js_flat_710_room_SEPRATE,Room SEPRATE,property_js_flat_710,other,SEPRATE
property_js_flat_710_room_HALL,Room HALL,property_js_flat_710,other,HALL
property_js_flat_712_room_ATTACH,Room ATTACH,property_js_flat_712,other,ATTACH
property_js_flat_712_room_HALL,Room HALL,property_js_flat_712,other,HALL
property_js_flat_713_room_ATTACH,Room ATTACH,property_js_flat_713,other,ATTACH
property_js_flat_713_room_HALL,Room HALL,property_js_flat_713,other,HALL
